Accession,106555,106559,106563,106567,106571,106579,106583,106556,106560,106564,106568,106572,106580,106584,106557,106561,106565,106569,106573,106581,106585,106562,106558,106566,106570,106574,106582,106586,SPQC1,SPQC2,SPQC3
KV37,46359.24609,42115.93359,38444.41016,41992.32422,41662.44922,50538.95313,43536.33203,73314.17969,69890.39844,58321.11328,52655.37109,68601.69531,65890.48438,60439.83594,119028.5547,114700.8438,122663.2266,106732.5703,109032.3516,107546.1875,121272.7188,94515.45313,118974.0469,95775.98438,89431.88281,96130.28125,99119.6875,90576.42969,82066.57031,82258.0625,69343.72656
KVD42,43625.84375,41899.12109,42981.625,38390.26563,46301.64844,42658.375,43597.65234,72574.36719,77890.97656,88301.89063,89246.66406,86298.53125,85818.30469,88593.92969,120690.8359,116462.125,111852.2188,121624.7891,118999.0313,123242.625,123925.3672,99757.875,84128.0625,108761.3125,100523.9766,109337.6719,108184.9688,107894.4375,88345.13281,89476.23438,85840.39844
LV469,62843.48828,66652.67188,49608.63281,62429.37109,61286.98438,60800.71875,62758.11719,64157.3125,79023.61719,100626.5625,77274.14844,72533.5625,78849.57813,72472.25781,48693.27734,52146.83594,52324.72656,42472.66797,56538.66406,54476.04297,41233.94141,63490.75,67550.85938,66511.14844,64971.26953,49905.88672,65034.12109,59701.00391,65199.50781,64586.22656,57334.13672
LV861,67327.85156,62958.46484,71119.35938,73893.20313,64745.53125,65042.17578,66904.85938,203000.4688,198949.1719,190953.4688,175774.375,204472.2656,183897.8438,179305.9375,172618.0938,169666.4531,165630,165946.8594,165951.2188,162512.4375,170947.2344,108457.0313,126983.7969,102973.1797,102237.25,106508.8281,110623.125,98973.78906,137550.5156,134543.9219,135644.1875
LV460,4407.018066,6039.347656,4291.481934,1105.294556,5848.060547,6765.02002,5830.961914,1136.030273,243.7861481,250.0889282,22.43195915,NaN,1379.846069,1267.517944,13590.7041,14499.69238,10745.85254,13997.27832,15378.58594,15023.22266,15171.7959,15669.90039,11985.32031,8706.576172,13444.97168,14275.28906,12965.8584,14573.625,8013.851074,9979.246094,7846.125
LVX54,37051.48438,43876.75391,45180.9375,40279.90625,45123.65234,41014.18359,43405.60547,24078.31055,25787.71094,23215.49805,25461.23828,22119.08594,25640.34961,25285.0957,32897.65625,28100.54297,27340.34766,32468.59375,28440.24414,30143.19922,28525.60352,26047.7793,21793.03516,25134.37695,17301.61133,18585.87695,16874.08789,18088.41016,28269.40234,32350.41016,36417.28125
LV746,28999.6582,28393.41797,32710.27148,28115.04297,26410.86914,29504.44531,26144.72852,50748.50391,49877.33594,51384.23047,52766.53125,50744.30469,46672.875,51778.54688,63622.21094,60391.96875,59062.74219,63967.73047,61433.02344,58996.10938,56402.1875,53354.26563,55350.41406,56344.74609,53511.07422,56590.05469,53178.34375,54039.85547,52479.67969,48344.86328,46949.25
LV218,55492.12109,58328.22656,58044.15234,54439.00391,56434.52734,53564.66016,55996.39844,74053.23438,75261.80469,76285.03125,77503.875,81080.34375,74661.45313,71720.5625,118871.4141,115539.0078,115857.3984,117300.3594,119002.5156,119180.6172,116780.125,100934.3906,110885.2109,107296.2656,97582.28125,105167.0703,105007.2813,100451.8906,93136.64063,87644.10156,92110.14063
LV310,27394.01758,27164.79297,28650.85352,31725.69727,28899.04492,28033.36914,33475.80859,41196.85547,44444.3125,38331.92188,40344.66406,42841.53516,41763.91016,42783.5625,28855.57031,24617.42383,27896.44922,24282.02539,22821.07031,23696.01172,23190.08008,60633.36719,62876.04688,68303.84375,67827.92188,65317.61328,62839.77344,58596.21484,40507.64453,42354.42578,37168.16406
